Cut sets,BE1,BE10,BE11,BE12,BE2,BE3,BE4,BE5,BE6,BE7,BE8,BE9,T,N
926,0,0,1,1,1,0,0,1,1,1,1,0,1,31
927,0,0,1,1,1,0,0,1,1,1,1,1,1,30
928,0,0,1,1,1,0,1,0,0,0,0,0,1,22
929,0,0,1,1,1,0,1,0,0,0,0,1,1,25
930,0,0,1,1,1,0,1,0,0,0,1,0,1,27
931,0,0,1,1,1,0,1,0,0,0,1,1,1,26
932,0,0,1,1,1,0,1,0,0,1,0,0,1,21
933,0,0,1,1,1,0,1,0,0,1,0,1,1,27
934,0,0,1,1,1,0,1,0,0,1,1,0,1,28
935,0,0,1,1,1,0,1,0,0,1,1,1,1,24
936,0,0,1,1,1,0,1,0,1,0,0,0,1,27
937,0,0,1,1,1,0,1,0,1,0,0,1,1,24
938,0,0,1,1,1,0,1,0,1,0,1,0,1,34
939,0,0,1,1,1,0,1,0,1,0,1,1,1,22
940,0,0,1,1,1,0,1,0,1,1,0,0,1,30
941,0,0,1,1,1,0,1,0,1,1,0,1,1,21
942,0,0,1,1,1,0,1,0,1,1,1,0,1,29
943,0,0,1,1,1,0,1,0,1,1,1,1,1,27
944,0,0,1,1,1,0,1,1,0,0,0,0,1,22
945,0,0,1,1,1,0,1,1,0,0,0,1,1,31
946,0,0,1,1,1,0,1,1,0,0,1,0,1,25
947,0,0,1,1,1,0,1,1,0,0,1,1,1,24
948,0,0,1,1,1,0,1,1,0,1,0,0,1,15
949,0,0,1,1,1,0,1,1,0,1,0,1,1,18
950,0,0,1,1,1,0,1,1,0,1,1,0,1,25
951,0,0,1,1,1,0,1,1,0,1,1,1,1,24
952,0,0,1,1,1,0,1,1,1,0,0,0,1,25
953,0,0,1,1,1,0,1,1,1,0,0,1,1,25
954,0,0,1,1,1,0,1,1,1,0,1,0,1,22
955,0,0,1,1,1,0,1,1,1,0,1,1,1,24
956,0,0,1,1,1,0,1,1,1,1,0,0,1,22
957,0,0,1,1,1,0,1,1,1,1,0,1,1,16
958,0,0,1,1,1,0,1,1,1,1,1,0,1,18
959,0,0,1,1,1,0,1,1,1,1,1,1,1,30
960,0,0,1,1,1,1,0,0,0,0,0,0,1,24
961,0,0,1,1,1,1,0,0,0,0,0,1,1,22
962,0,0,1,1,1,1,0,0,0,0,1,0,1,18
963,0,0,1,1,1,1,0,0,0,0,1,1,1,24
964,0,0,1,1,1,1,0,0,0,1,0,0,1,23
965,0,0,1,1,1,1,0,0,0,1,0,1,1,37
966,0,0,1,1,1,1,0,0,0,1,1,0,1,22
967,0,0,1,1,1,1,0,0,0,1,1,1,1,17
968,0,0,1,1,1,1,0,0,1,0,0,0,1,21
969,0,0,1,1,1,1,0,0,1,0,0,1,1,26
970,0,0,1,1,1,1,0,0,1,0,1,0,1,23
971,0,0,1,1,1,1,0,0,1,0,1,1,1,24
972,0,0,1,1,1,1,0,0,1,1,0,0,1,21
973,0,0,1,1,1,1,0,0,1,1,0,1,1,31
974,0,0,1,1,1,1,0,0,1,1,1,0,1,20
975,0,0,1,1,1,1,0,0,1,1,1,1,1,18
976,0,0,1,1,1,1,0,1,0,0,0,0,1,31
977,0,0,1,1,1,1,0,1,0,0,0,1,1,36
978,0,0,1,1,1,1,0,1,0,0,1,0,1,30
979,0,0,1,1,1,1,0,1,0,0,1,1,1,25
980,0,0,1,1,1,1,0,1,0,1,0,0,1,35
981,0,0,1,1,1,1,0,1,0,1,0,1,1,28
982,0,0,1,1,1,1,0,1,0,1,1,0,1,24
983,0,0,1,1,1,1,0,1,0,1,1,1,1,15
984,0,0,1,1,1,1,0,1,1,0,0,0,1,29
985,0,0,1,1,1,1,0,1,1,0,0,1,1,23
986,0,0,1,1,1,1,0,1,1,0,1,0,1,23
987,0,0,1,1,1,1,0,1,1,0,1,1,1,22
988,0,0,1,1,1,1,0,1,1,1,0,0,1,23
989,0,0,1,1,1,1,0,1,1,1,0,1,1,22
990,0,0,1,1,1,1,0,1,1,1,1,0,1,27
991,0,0,1,1,1,1,0,1,1,1,1,1,1,29
992,0,0,1,1,1,1,1,0,0,0,0,0,1,16
993,0,0,1,1,1,1,1,0,0,0,0,1,1,23
994,0,0,1,1,1,1,1,0,0,0,1,0,1,24
995,0,0,1,1,1,1,1,0,0,0,1,1,1,24
996,0,0,1,1,1,1,1,0,0,1,0,0,1,26
997,0,0,1,1,1,1,1,0,0,1,0,1,1,24
998,0,0,1,1,1,1,1,0,0,1,1,0,1,33
999,0,0,1,1,1,1,1,0,0,1,1,1,1,22
1000,0,0,1,1,1,1,1,0,1,0,0,0,1,21
1001,0,0,1,1,1,1,1,0,1,0,0,1,1,26
1002,0,0,1,1,1,1,1,0,1,0,1,0,1,23
1003,0,0,1,1,1,1,1,0,1,0,1,1,1,17
1004,0,0,1,1,1,1,1,0,1,1,0,0,1,21
1005,0,0,1,1,1,1,1,0,1,1,0,1,1,34
1006,0,0,1,1,1,1,1,0,1,1,1,0,1,25
1007,0,0,1,1,1,1,1,0,1,1,1,1,1,27
1008,0,0,1,1,1,1,1,1,0,0,0,0,1,27
1009,0,0,1,1,1,1,1,1,0,0,0,1,1,27
1010,0,0,1,1,1,1,1,1,0,0,1,0,1,24
1011,0,0,1,1,1,1,1,1,0,0,1,1,1,23
1012,0,0,1,1,1,1,1,1,0,1,0,0,1,22
1013,0,0,1,1,1,1,1,1,0,1,0,1,1,24
1014,0,0,1,1,1,1,1,1,0,1,1,0,1,21
1015,0,0,1,1,1,1,1,1,0,1,1,1,1,21
1016,0,0,1,1,1,1,1,1,1,0,0,0,1,26
1017,0,0,1,1,1,1,1,1,1,0,0,1,1,24
1018,0,0,1,1,1,1,1,1,1,0,1,0,1,16
1019,0,0,1,1,1,1,1,1,1,0,1,1,1,17
1020,0,0,1,1,1,1,1,1,1,1,0,0,1,27
1021,0,0,1,1,1,1,1,1,1,1,0,1,1,22
1022,0,0,1,1,1,1,1,1,1,1,1,0,1,32
1023,0,0,1,1,1,1,1,1,1,1,1,1,1,27
1024,0,1,0,0,0,0,0,0,0,0,0,0,0,19
1025,0,1,0,0,0,0,0,0,0,0,0,1,0,19
1026,0,1,0,0,0,0,0,0,0,0,1,0,0,23
1027,0,1,0,0,0,0,0,0,0,0,1,1,0,24
1028,0,1,0,0,0,0,0,0,0,1,0,0,0,25
1029,0,1,0,0,0,0,0,0,0,1,0,1,1,23
1030,0,1,0,0,0,0,0,0,0,1,1,0,1,18
1031,0,1,0,0,0,0,0,0,0,1,1,1,1,28
1032,0,1,0,0,0,0,0,0,1,0,0,0,0,19
1033,0,1,0,0,0,0,0,0,1,0,0,1,1,29
1034,0,1,0,0,0,0,0,0,1,0,1,0,1,22
1035,0,1,0,0,0,0,0,0,1,0,1,1,1,25
1036,0,1,0,0,0,0,0,0,1,1,0,0,0,24
1037,0,1,0,0,0,0,0,0,1,1,0,1,1,27
1038,0,1,0,0,0,0,0,0,1,1,1,0,1,25
1039,0,1,0,0,0,0,0,0,1,1,1,1,1,27
1040,0,1,0,0,0,0,0,1,0,0,0,0,0,26
1041,0,1,0,0,0,0,0,1,0,0,0,1,0,20
1042,0,1,0,0,0,0,0,1,0,0,1,0,0,28
1043,0,1,0,0,0,0,0,1,0,0,1,1,0,21
1044,0,1,0,0,0,0,0,1,0,1,0,0,0,21
1045,0,1,0,0,0,0,0,1,0,1,0,1,1,26
1046,0,1,0,0,0,0,0,1,0,1,1,0,1,18
1047,0,1,0,0,0,0,0,1,0,1,1,1,1,31
1048,0,1,0,0,0,0,0,1,1,0,0,0,0,32
1049,0,1,0,0,0,0,0,1,1,0,0,1,1,21
1050,0,1,0,0,0,0,0,1,1,0,1,0,1,29
1051,0,1,0,0,0,0,0,1,1,0,1,1,1,26
1052,0,1,0,0,0,0,0,1,1,1,0,0,0,21
1053,0,1,0,0,0,0,0,1,1,1,0,1,1,23
1054,0,1,0,0,0,0,0,1,1,1,1,0,1,17
1055,0,1,0,0,0,0,0,1,1,1,1,1,1,24
1056,0,1,0,0,0,0,1,0,0,0,0,0,0,27
1057,0,1,0,0,0,0,1,0,0,0,0,1,0,22
1058,0,1,0,0,0,0,1,0,0,0,1,0,0,19
1059,0,1,0,0,0,0,1,0,0,0,1,1,0,29
1060,0,1,0,0,0,0,1,0,0,1,0,0,0,23
1061,0,1,0,0,0,0,1,0,0,1,0,1,1,43
1062,0,1,0,0,0,0,1,0,0,1,1,0,1,21
1063,0,1,0,0,0,0,1,0,0,1,1,1,1,26
1064,0,1,0,0,0,0,1,0,1,0,0,0,0,29
1065,0,1,0,0,0,0,1,0,1,0,0,1,1,21
1066,0,1,0,0,0,0,1,0,1,0,1,0,1,14
1067,0,1,0,0,0,0,1,0,1,0,1,1,1,30
1068,0,1,0,0,0,0,1,0,1,1,0,0,0,20
1069,0,1,0,0,0,0,1,0,1,1,0,1,1,28
1070,0,1,0,0,0,0,1,0,1,1,1,0,1,32
1071,0,1,0,0,0,0,1,0,1,1,1,1,1,24
1072,0,1,0,0,0,0,1,1,0,0,0,0,0,35
1073,0,1,0,0,0,0,1,1,0,0,0,1,0,18
1074,0,1,0,0,0,0,1,1,0,0,1,0,0,23
1075,0,1,0,0,0,0,1,1,0,0,1,1,0,13
1076,0,1,0,0,0,0,1,1,0,1,0,0,0,25
1077,0,1,0,0,0,0,1,1,0,1,0,1,1,23
1078,0,1,0,0,0,0,1,1,0,1,1,0,1,24
1079,0,1,0,0,0,0,1,1,0,1,1,1,1,29
1080,0,1,0,0,0,0,1,1,1,0,0,0,0,29
1081,0,1,0,0,0,0,1,1,1,0,0,1,1,19
1082,0,1,0,0,0,0,1,1,1,0,1,0,1,28
1083,0,1,0,0,0,0,1,1,1,0,1,1,1,27
1084,0,1,0,0,0,0,1,1,1,1,0,0,0,27
1085,0,1,0,0,0,0,1,1,1,1,0,1,1,19
1086,0,1,0,0,0,0,1,1,1,1,1,0,1,16
1087,0,1,0,0,0,0,1,1,1,1,1,1,1,18
1088,0,1,0,0,0,1,0,0,0,0,0,0,0,23
1089,0,1,0,0,0,1,0,0,0,0,0,1,0,30
1090,0,1,0,0,0,1,0,0,0,0,1,0,0,25
1091,0,1,0,0,0,1,0,0,0,0,1,1,0,24
1092,0,1,0,0,0,1,0,0,0,1,0,0,0,26
1093,0,1,0,0,0,1,0,0,0,1,0,1,1,23
1094,0,1,0,0,0,1,0,0,0,1,1,0,1,25
1095,0,1,0,0,0,1,0,0,0,1,1,1,1,16
1096,0,1,0,0,0,1,0,0,1,0,0,0,0,19
1097,0,1,0,0,0,1,0,0,1,0,0,1,1,21
1098,0,1,0,0,0,1,0,0,1,0,1,0,1,19
1099,0,1,0,0,0,1,0,0,1,0,1,1,1,27
1100,0,1,0,0,0,1,0,0,1,1,0,0,0,24
1101,0,1,0,0,0,1,0,0,1,1,0,1,1,24
1102,0,1,0,0,0,1,0,0,1,1,1,0,1,27
1103,0,1,0,0,0,1,0,0,1,1,1,1,1,19
1104,0,1,0,0,0,1,0,1,0,0,0,0,0,21
1105,0,1,0,0,0,1,0,1,0,0,0,1,0,33
1106,0,1,0,0,0,1,0,1,0,0,1,0,0,18
1107,0,1,0,0,0,1,0,1,0,0,1,1,0,27
1108,0,1,0,0,0,1,0,1,0,1,0,0,0,19
1109,0,1,0,0,0,1,0,1,0,1,0,1,1,24
1110,0,1,0,0,0,1,0,1,0,1,1,0,1,23
1111,0,1,0,0,0,1,0,1,0,1,1,1,1,25
1112,0,1,0,0,0,1,0,1,1,0,0,0,0,21
1113,0,1,0,0,0,1,0,1,1,0,0,1,1,35
1114,0,1,0,0,0,1,0,1,1,0,1,0,1,36
1115,0,1,0,0,0,1,0,1,1,0,1,1,1,29
1116,0,1,0,0,0,1,0,1,1,1,0,0,0,18
1117,0,1,0,0,0,1,0,1,1,1,0,1,1,21
1118,0,1,0,0,0,1,0,1,1,1,1,0,1,25
1119,0,1,0,0,0,1,0,1,1,1,1,1,1,29
1120,0,1,0,0,0,1,1,0,0,0,0,0,0,24
1121,0,1,0,0,0,1,1,0,0,0,0,1,0,22
1122,0,1,0,0,0,1,1,0,0,0,1,0,0,27
1123,0,1,0,0,0,1,1,0,0,0,1,1,0,24
1124,0,1,0,0,0,1,1,0,0,1,0,0,0,25
1125,0,1,0,0,0,1,1,0,0,1,0,1,1,30
1126,0,1,0,0,0,1,1,0,0,1,1,0,1,21
1127,0,1,0,0,0,1,1,0,0,1,1,1,1,20
1128,0,1,0,0,0,1,1,0,1,0,0,0,0,26
1129,0,1,0,0,0,1,1,0,1,0,0,1,1,19
1130,0,1,0,0,0,1,1,0,1,0,1,0,1,19
1131,0,1,0,0,0,1,1,0,1,0,1,1,1,19
1132,0,1,0,0,0,1,1,0,1,1,0,0,0,23
1133,0,1,0,0,0,1,1,0,1,1,0,1,1,19
1134,0,1,0,0,0,1,1,0,1,1,1,0,1,21
1135,0,1,0,0,0,1,1,0,1,1,1,1,1,25
1136,0,1,0,0,0,1,1,1,0,0,0,0,0,16
1137,0,1,0,0,0,1,1,1,0,0,0,1,0,31
1138,0,1,0,0,0,1,1,1,0,0,1,0,0,27
1139,0,1,0,0,0,1,1,1,0,0,1,1,0,22
1140,0,1,0,0,0,1,1,1,0,1,0,0,0,27
1141,0,1,0,0,0,1,1,1,0,1,0,1,1,17
1142,0,1,0,0,0,1,1,1,0,1,1,0,1,15
1143,0,1,0,0,0,1,1,1,0,1,1,1,1,18
1144,0,1,0,0,0,1,1,1,1,0,0,0,0,24
1145,0,1,0,0,0,1,1,1,1,0,0,1,1,23
1146,0,1,0,0,0,1,1,1,1,0,1,0,1,30
1147,0,1,0,0,0,1,1,1,1,0,1,1,1,23
1148,0,1,0,0,0,1,1,1,1,1,0,0,0,41
1149,0,1,0,0,0,1,1,1,1,1,0,1,1,21
1150,0,1,0,0,0,1,1,1,1,1,1,0,1,33
1151,0,1,0,0,0,1,1,1,1,1,1,1,1,21
1152,0,1,0,0,1,0,0,0,0,0,0,0,0,24
1153,0,1,0,0,1,0,0,0,0,0,0,1,0,15
1154,0,1,0,0,1,0,0,0,0,0,1,0,0,24
1155,0,1,0,0,1,0,0,0,0,0,1,1,0,25
1156,0,1,0,0,1,0,0,0,0,1,0,0,0,28
1157,0,1,0,0,1,0,0,0,0,1,0,1,1,27
1158,0,1,0,0,1,0,0,0,0,1,1,0,1,34
1159,0,1,0,0,1,0,0,0,0,1,1,1,1,27
1160,0,1,0,0,1,0,0,0,1,0,0,0,0,28
1161,0,1,0,0,1,0,0,0,1,0,0,1,1,35
1162,0,1,0,0,1,0,0,0,1,0,1,0,1,28
1163,0,1,0,0,1,0,0,0,1,0,1,1,1,28
1164,0,1,0,0,1,0,0,0,1,1,0,0,0,36
1165,0,1,0,0,1,0,0,0,1,1,0,1,1,23
1166,0,1,0,0,1,0,0,0,1,1,1,0,1,22
1167,0,1,0,0,1,0,0,0,1,1,1,1,1,18
1168,0,1,0,0,1,0,0,1,0,0,0,0,0,24
1169,0,1,0,0,1,0,0,1,0,0,0,1,0,23
1170,0,1,0,0,1,0,0,1,0,0,1,0,0,26
1171,0,1,0,0,1,0,0,1,0,0,1,1,0,29
1172,0,1,0,0,1,0,0,1,0,1,0,0,0,37
1173,0,1,0,0,1,0,0,1,0,1,0,1,1,23
1174,0,1,0,0,1,0,0,1,0,1,1,0,1,22
1175,0,1,0,0,1,0,0,1,0,1,1,1,1,27
1176,0,1,0,0,1,0,0,1,1,0,0,0,0,20
1177,0,1,0,0,1,0,0,1,1,0,0,1,1,20
1178,0,1,0,0,1,0,0,1,1,0,1,0,1,22
1179,0,1,0,0,1,0,0,1,1,0,1,1,1,28
1180,0,1,0,0,1,0,0,1,1,1,0,0,0,28
1181,0,1,0,0,1,0,0,1,1,1,0,1,1,24
1182,0,1,0,0,1,0,0,1,1,1,1,0,1,22
1183,0,1,0,0,1,0,0,1,1,1,1,1,1,20
1184,0,1,0,0,1,0,1,0,0,0,0,0,0,12
1185,0,1,0,0,1,0,1,0,0,0,0,1,0,25
1186,0,1,0,0,1,0,1,0,0,0,1,0,0,22
1187,0,1,0,0,1,0,1,0,0,0,1,1,0,24
1188,0,1,0,0,1,0,1,0,0,1,0,0,0,29
1189,0,1,0,0,1,0,1,0,0,1,0,1,1,24
1190,0,1,0,0,1,0,1,0,0,1,1,0,1,25
1191,0,1,0,0,1,0,1,0,0,1,1,1,1,30
1192,0,1,0,0,1,0,1,0,1,0,0,0,0,32
1193,0,1,0,0,1,0,1,0,1,0,0,1,1,27
1194,0,1,0,0,1,0,1,0,1,0,1,0,1,20
1195,0,1,0,0,1,0,1,0,1,0,1,1,1,25
1196,0,1,0,0,1,0,1,0,1,1,0,0,0,17
1197,0,1,0,0,1,0,1,0,1,1,0,1,1,24
1198,0,1,0,0,1,0,1,0,1,1,1,0,1,30
1199,0,1,0,0,1,0,1,0,1,1,1,1,1,16
1200,0,1,0,0,1,0,1,1,0,0,0,0,1,22
1201,0,1,0,0,1,0,1,1,0,0,0,1,1,25
1202,0,1,0,0,1,0,1,1,0,0,1,0,1,32
1203,0,1,0,0,1,0,1,1,0,0,1,1,1,21
1204,0,1,0,0,1,0,1,1,0,1,0,0,1,24
1205,0,1,0,0,1,0,1,1,0,1,0,1,1,35
1206,0,1,0,0,1,0,1,1,0,1,1,0,1,17
1207,0,1,0,0,1,0,1,1,0,1,1,1,1,21
1208,0,1,0,0,1,0,1,1,1,0,0,0,1,17
1209,0,1,0,0,1,0,1,1,1,0,0,1,1,19
1210,0,1,0,0,1,0,1,1,1,0,1,0,1,15
1211,0,1,0,0,1,0,1,1,1,0,1,1,1,23
1212,0,1,0,0,1,0,1,1,1,1,0,0,1,22
1213,0,1,0,0,1,0,1,1,1,1,0,1,1,20
1214,0,1,0,0,1,0,1,1,1,1,1,0,1,21
1215,0,1,0,0,1,0,1,1,1,1,1,1,1,29
1216,0,1,0,0,1,1,0,0,0,0,0,0,0,22
1217,0,1,0,0,1,1,0,0,0,0,0,1,0,29
1218,0,1,0,0,1,1,0,0,0,0,1,0,0,21
1219,0,1,0,0,1,1,0,0,0,0,1,1,0,31
1220,0,1,0,0,1,1,0,0,0,1,0,0,0,25
1221,0,1,0,0,1,1,0,0,0,1,0,1,1,25
1222,0,1,0,0,1,1,0,0,0,1,1,0,1,22
1223,0,1,0,0,1,1,0,0,0,1,1,1,1,21
1224,0,1,0,0,1,1,0,0,1,0,0,0,0,27
1225,0,1,0,0,1,1,0,0,1,0,0,1,1,20
1226,0,1,0,0,1,1,0,0,1,0,1,0,1,25
1227,0,1,0,0,1,1,0,0,1,0,1,1,1,21
1228,0,1,0,0,1,1,0,0,1,1,0,0,0,18
1229,0,1,0,0,1,1,0,0,1,1,0,1,1,33
1230,0,1,0,0,1,1,0,0,1,1,1,0,1,19
1231,0,1,0,0,1,1,0,0,1,1,1,1,1,27
1232,0,1,0,0,1,1,0,1,0,0,0,0,1,29
1233,0,1,0,0,1,1,0,1,0,0,0,1,1,29
1234,0,1,0,0,1,1,0,1,0,0,1,0,1,18
1235,0,1,0,0,1,1,0,1,0,0,1,1,1,27
1236,0,1,0,0,1,1,0,1,0,1,0,0,1,20
1237,0,1,0,0,1,1,0,1,0,1,0,1,1,20
1238,0,1,0,0,1,1,0,1,0,1,1,0,1,21
1239,0,1,0,0,1,1,0,1,0,1,1,1,1,31
1240,0,1,0,0,1,1,0,1,1,0,0,0,1,23
1241,0,1,0,0,1,1,0,1,1,0,0,1,1,24
1242,0,1,0,0,1,1,0,1,1,0,1,0,1,40
1243,0,1,0,0,1,1,0,1,1,0,1,1,1,25
1244,0,1,0,0,1,1,0,1,1,1,0,0,1,19
1245,0,1,0,0,1,1,0,1,1,1,0,1,1,29
1246,0,1,0,0,1,1,0,1,1,1,1,0,1,20
1247,0,1,0,0,1,1,0,1,1,1,1,1,1,31
1248,0,1,0,0,1,1,1,0,0,0,0,0,0,30
1249,0,1,0,0,1,1,1,0,0,0,0,1,0,26
1250,0,1,0,0,1,1,1,0,0,0,1,0,0,30
1251,0,1,0,0,1,1,1,0,0,0,1,1,0,22
1252,0,1,0,0,1,1,1,0,0,1,0,0,0,22
1253,0,1,0,0,1,1,1,0,0,1,0,1,1,25
1254,0,1,0,0,1,1,1,0,0,1,1,0,1,17
1255,0,1,0,0,1,1,1,0,0,1,1,1,1,27
1256,0,1,0,0,1,1,1,0,1,0,0,0,0,31
1257,0,1,0,0,1,1,1,0,1,0,0,1,1,34
1258,0,1,0,0,1,1,1,0,1,0,1,0,1,26
1259,0,1,0,0,1,1,1,0,1,0,1,1,1,24
1260,0,1,0,0,1,1,1,0,1,1,0,0,0,29
1261,0,1,0,0,1,1,1,0,1,1,0,1,1,27
1262,0,1,0,0,1,1,1,0,1,1,1,0,1,30
1263,0,1,0,0,1,1,1,0,1,1,1,1,1,26
1264,0,1,0,0,1,1,1,1,0,0,0,0,1,26
1265,0,1,0,0,1,1,1,1,0,0,0,1,1,23
1266,0,1,0,0,1,1,1,1,0,0,1,0,1,32
1267,0,1,0,0,1,1,1,1,0,0,1,1,1,27
1268,0,1,0,0,1,1,1,1,0,1,0,0,1,21
1269,0,1,0,0,1,1,1,1,0,1,0,1,1,19
1270,0,1,0,0,1,1,1,1,0,1,1,0,1,24
1271,0,1,0,0,1,1,1,1,0,1,1,1,1,24
1272,0,1,0,0,1,1,1,1,1,0,0,0,1,22
1273,0,1,0,0,1,1,1,1,1,0,0,1,1,22
1274,0,1,0,0,1,1,1,1,1,0,1,0,1,22
1275,0,1,0,0,1,1,1,1,1,0,1,1,1,27
1276,0,1,0,0,1,1,1,1,1,1,0,0,1,22
1277,0,1,0,0,1,1,1,1,1,1,0,1,1,26
1278,0,1,0,0,1,1,1,1,1,1,1,0,1,24
1279,0,1,0,0,1,1,1,1,1,1,1,1,1,28
1280,0,1,0,1,0,0,0,0,0,0,0,0,1,23
1281,0,1,0,1,0,0,0,0,0,0,0,1,1,28
1282,0,1,0,1,0,0,0,0,0,0,1,0,1,29
1283,0,1,0,1,0,0,0,0,0,0,1,1,1,30
1284,0,1,0,1,0,0,0,0,0,1,0,0,1,24
1285,0,1,0,1,0,0,0,0,0,1,0,1,1,32
1286,0,1,0,1,0,0,0,0,0,1,1,0,1,31
1287,0,1,0,1,0,0,0,0,0,1,1,1,1,27
1288,0,1,0,1,0,0,0,0,1,0,0,0,1,16
1289,0,1,0,1,0,0,0,0,1,0,0,1,1,18
1290,0,1,0,1,0,0,0,0,1,0,1,0,1,30
1291,0,1,0,1,0,0,0,0,1,0,1,1,1,19
1292,0,1,0,1,0,0,0,0,1,1,0,0,1,28
1293,0,1,0,1,0,0,0,0,1,1,0,1,1,32
1294,0,1,0,1,0,0,0,0,1,1,1,0,1,23
1295,0,1,0,1,0,0,0,0,1,1,1,1,1,29
1296,0,1,0,1,0,0,0,1,0,0,0,0,1,19
1297,0,1,0,1,0,0,0,1,0,0,0,1,1,25
1298,0,1,0,1,0,0,0,1,0,0,1,0,1,31
1299,0,1,0,1,0,0,0,1,0,0,1,1,1,29
1300,0,1,0,1,0,0,0,1,0,1,0,0,1,24
1301,0,1,0,1,0,0,0,1,0,1,0,1,1,23
1302,0,1,0,1,0,0,0,1,0,1,1,0,1,20
1303,0,1,0,1,0,0,0,1,0,1,1,1,1,19
1304,0,1,0,1,0,0,0,1,1,0,0,0,1,13
1305,0,1,0,1,0,0,0,1,1,0,0,1,1,25
1306,0,1,0,1,0,0,0,1,1,0,1,0,1,21
1307,0,1,0,1,0,0,0,1,1,0,1,1,1,19
1308,0,1,0,1,0,0,0,1,1,1,0,0,1,28
1309,0,1,0,1,0,0,0,1,1,1,0,1,1,19
1310,0,1,0,1,0,0,0,1,1,1,1,0,1,28
1311,0,1,0,1,0,0,0,1,1,1,1,1,1,21
1312,0,1,0,1,0,0,1,0,0,0,0,0,1,33
1313,0,1,0,1,0,0,1,0,0,0,0,1,1,30
1314,0,1,0,1,0,0,1,0,0,0,1,0,1,28
1315,0,1,0,1,0,0,1,0,0,0,1,1,1,28
1316,0,1,0,1,0,0,1,0,0,1,0,0,1,20
1317,0,1,0,1,0,0,1,0,0,1,0,1,1,16
1318,0,1,0,1,0,0,1,0,0,1,1,0,1,24
1319,0,1,0,1,0,0,1,0,0,1,1,1,1,22
1320,0,1,0,1,0,0,1,0,1,0,0,0,1,25
1321,0,1,0,1,0,0,1,0,1,0,0,1,1,24
1322,0,1,0,1,0,0,1,0,1,0,1,0,1,22
1323,0,1,0,1,0,0,1,0,1,0,1,1,1,33
1324,0,1,0,1,0,0,1,0,1,1,0,0,1,15
1325,0,1,0,1,0,0,1,0,1,1,0,1,1,22
1326,0,1,0,1,0,0,1,0,1,1,1,0,1,21
1327,0,1,0,1,0,0,1,0,1,1,1,1,1,12
1328,0,1,0,1,0,0,1,1,0,0,0,0,1,28
1329,0,1,0,1,0,0,1,1,0,0,0,1,1,29
1330,0,1,0,1,0,0,1,1,0,0,1,0,1,18
1331,0,1,0,1,0,0,1,1,0,0,1,1,1,27
1332,0,1,0,1,0,0,1,1,0,1,0,0,1,22
1333,0,1,0,1,0,0,1,1,0,1,0,1,1,28
1334,0,1,0,1,0,0,1,1,0,1,1,0,1,22
1335,0,1,0,1,0,0,1,1,0,1,1,1,1,27
1336,0,1,0,1,0,0,1,1,1,0,0,0,1,26
1337,0,1,0,1,0,0,1,1,1,0,0,1,1,15
1338,0,1,0,1,0,0,1,1,1,0,1,0,1,22
1339,0,1,0,1,0,0,1,1,1,0,1,1,1,30
1340,0,1,0,1,0,0,1,1,1,1,0,0,1,20
1341,0,1,0,1,0,0,1,1,1,1,0,1,1,26
1342,0,1,0,1,0,0,1,1,1,1,1,0,1,20
1343,0,1,0,1,0,0,1,1,1,1,1,1,1,26
1344,0,1,0,1,0,1,0,0,0,0,0,0,1,23
1345,0,1,0,1,0,1,0,0,0,0,0,1,1,20
1346,0,1,0,1,0,1,0,0,0,0,1,0,1,21
1347,0,1,0,1,0,1,0,0,0,0,1,1,1,19
1348,0,1,0,1,0,1,0,0,0,1,0,0,1,20
1349,0,1,0,1,0,1,0,0,0,1,0,1,1,22
1350,0,1,0,1,0,1,0,0,0,1,1,0,1,20
1351,0,1,0,1,0,1,0,0,0,1,1,1,1,29
1352,0,1,0,1,0,1,0,0,1,0,0,0,1,31
1353,0,1,0,1,0,1,0,0,1,0,0,1,1,27
1354,0,1,0,1,0,1,0,0,1,0,1,0,1,35
1355,0,1,0,1,0,1,0,0,1,0,1,1,1,25
1356,0,1,0,1,0,1,0,0,1,1,0,0,1,22
1357,0,1,0,1,0,1,0,0,1,1,0,1,1,39
1358,0,1,0,1,0,1,0,0,1,1,1,0,1,24
1359,0,1,0,1,0,1,0,0,1,1,1,1,1,27
1360,0,1,0,1,0,1,0,1,0,0,0,0,1,22
1361,0,1,0,1,0,1,0,1,0,0,0,1,1,30
1362,0,1,0,1,0,1,0,1,0,0,1,0,1,28
1363,0,1,0,1,0,1,0,1,0,0,1,1,1,22
1364,0,1,0,1,0,1,0,1,0,1,0,0,1,22
1365,0,1,0,1,0,1,0,1,0,1,0,1,1,21
1366,0,1,0,1,0,1,0,1,0,1,1,0,1,24
1367,0,1,0,1,0,1,0,1,0,1,1,1,1,30
1368,0,1,0,1,0,1,0,1,1,0,0,0,1,35
1369,0,1,0,1,0,1,0,1,1,0,0,1,1,29
1370,0,1,0,1,0,1,0,1,1,0,1,0,1,24
1371,0,1,0,1,0,1,0,1,1,0,1,1,1,26
1372,0,1,0,1,0,1,0,1,1,1,0,0,1,25
1373,0,1,0,1,0,1,0,1,1,1,0,1,1,22
1374,0,1,0,1,0,1,0,1,1,1,1,0,1,20
1375,0,1,0,1,0,1,0,1,1,1,1,1,1,22
1376,0,1,0,1,0,1,1,0,0,0,0,0,1,19
1377,0,1,0,1,0,1,1,0,0,0,0,1,1,27
